section,mask_id_xenium,mask_id_cz,match_iou,cell_id_xenium,class_label,class_name,class_bootstrapping_probability,subclass_label,subclass_name,subclass_bootstrapping_probability,supertype_label,supertype_name,supertype_bootstrapping_probability,cluster_label,cluster_name,cluster_alias,cluster_bootstrapping_probability
12,2945,5536,0.7972972972972973,bcblacln-1,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0,CS20230722_SUPT_0199,0199 Lamp5 Gaba_1,1.0,CS20230722_CLUS_0708,0708 Lamp5 Gaba_1,703,0.61
12,2948,5893,0.7982456140350878,bccbbilf-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.93,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.98,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.91
12,2951,5465,0.7047619047619048,bccdkgfg-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.93,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.59,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.44
12,2953,6394,0.84,bcclienl-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.79,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.92,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.58
12,2954,6150,0.746031746031746,bccopoif-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.97,CS20230722_SUPT_0028,0028 L4/5 IT CTX Glut_6,0.66,CS20230722_CLUS_0100,0100 L4/5 IT CTX Glut_6,188,0.59
12,2955,6326,0.8333333333333334,bcdbdbnl-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.72,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.91,CS20230722_CLUS_0110,0110 L2/3 IT CTX Glut_2,233,0.58
12,2956,6331,0.7843137254901961,bcdccpep-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.97,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.94,CS20230722_CLUS_0110,0110 L2/3 IT CTX Glut_2,233,0.34
12,2957,5990,0.8045977011494253,bcdcnfoh-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.58,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.98,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.85
12,2961,6149,0.8,bcdkcngh-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.6,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.94,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.54
12,2962,6575,0.6785714285714286,bcdnkceh-1,CS20230722_CLAS_01,01 IT-ET Glut,0.99,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.74,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.96,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.68
12,2963,6279,0.8404255319148937,bcdoljph-1,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0,CS20230722_SUPT_0199,0199 Lamp5 Gaba_1,1.0,CS20230722_CLUS_0709,0709 Lamp5 Gaba_1,704,0.84
12,2966,6652,0.5754716981132075,bceaebne-1,CS20230722_CLAS_01,01 IT-ET Glut,0.98,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.67,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.99,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.92
12,2967,6391,0.5189873417721519,bcecdfac-1,CS20230722_CLAS_01,01 IT-ET Glut,0.94,CS20230722_SUBC_005,005 L5 IT CTX Glut,0.42,CS20230722_SUPT_0018,0018 L5 IT CTX Glut_1,0.95,CS20230722_CLUS_0057,0057 L5 IT CTX Glut_1,100,1.0
12,2973,6280,0.8118811881188119,bceofpop-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.84,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.82
12,2974,6100,0.7307692307692307,bcfbkljm-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.92,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.99,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.82
12,2977,6281,0.7636363636363637,bcfdpmfd-1,CS20230722_CLAS_01,01 IT-ET Glut,0.83,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.57,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.88,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.48
12,2979,6045,0.5909090909090909,bcfndakp-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.99,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.98,CS20230722_CLUS_0110,0110 L2/3 IT CTX Glut_2,233,0.56
12,2981,6329,0.7126436781609196,bcfogibh-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.99,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.99,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.95
12,2982,6328,0.6885245901639344,bcgameod-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.58,CS20230722_SUPT_0028,0028 L4/5 IT CTX Glut_6,0.54,CS20230722_CLUS_0100,0100 L4/5 IT CTX Glut_6,188,0.97
12,2984,6051,0.6818181818181818,bcgdeldg-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.9,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.97,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.73
12,2985,6467,0.7857142857142857,bcggfdib-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.56,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.94,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.56
12,2987,6395,0.7107438016528925,bcgkfeek-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.98,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0110,0110 L2/3 IT CTX Glut_2,233,0.51
12,2988,6103,0.7525773195876289,bcgknkjb-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.75,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.95,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.54
12,2990,5997,0.8157894736842105,bchablmh-1,CS20230722_CLAS_06,06 CTX-CGE GABA,0.66,CS20230722_SUBC_046,046 Vip Gaba,0.64,CS20230722_SUPT_0184,0184 Vip Gaba_12,0.78,CS20230722_CLUS_0662,0662 Vip Gaba_12,618,0.65
12,2992,6596,0.5448275862068965,bchbjbfi-1,CS20230722_CLAS_01,01 IT-ET Glut,0.6,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.4,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.93,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.57
12,2993,5938,0.6923076923076923,bchbpngm-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.89,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.94,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.48
12,2999,6332,0.6470588235294118,bchkebod-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.53,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.52
12,3001,6586,0.5851063829787234,bchnfdpj-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.88,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.75
12,3002,6516,0.8222222222222222,bchnhfmc-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.52,CS20230722_SUPT_0024,0024 L4/5 IT CTX Glut_2,0.95,CS20230722_CLUS_0082,0082 L4/5 IT CTX Glut_2,205,0.96
12,3005,6151,0.8165137614678899,bchpbnnl-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.45
12,3007,6050,0.7959183673469388,bcielihh-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.51,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.96,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.51
12,3008,6591,0.5411764705882353,bcigpmdm-1,CS20230722_CLAS_01,01 IT-ET Glut,0.99,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.61,CS20230722_SUPT_0024,0024 L4/5 IT CTX Glut_2,0.97,CS20230722_CLUS_0082,0082 L4/5 IT CTX Glut_2,205,1.0
12,3012,6404,0.8148148148148148,bcineaec-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.92,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.94,CS20230722_CLUS_0110,0110 L2/3 IT CTX Glut_2,233,0.51
12,3015,6005,0.6708860759493671,bcjckimk-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.98,CS20230722_SUPT_0024,0024 L4/5 IT CTX Glut_2,0.48,CS20230722_CLUS_0082,0082 L4/5 IT CTX Glut_2,205,0.86
12,3016,6062,0.7692307692307693,bcjeildb-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.63,CS20230722_SUPT_0024,0024 L4/5 IT CTX Glut_2,0.97,CS20230722_CLUS_0082,0082 L4/5 IT CTX Glut_2,205,0.97
12,3018,6345,0.8478260869565217,bcjlbglm-1,CS20230722_CLAS_01,01 IT-ET Glut,0.98,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.98,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.93,CS20230722_CLUS_0110,0110 L2/3 IT CTX Glut_2,233,0.47
12,3019,5826,0.7708333333333334,bcjnlhep-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.88,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.53
12,3022,6109,0.6732673267326733,bckbcbfn-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.96,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.98,CS20230722_CLUS_0110,0110 L2/3 IT CTX Glut_2,233,0.55
12,3028,5957,0.6875,bckkincf-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0110,0110 L2/3 IT CTX Glut_2,233,0.73
12,3029,6350,0.5172413793103449,bcklalff-1,CS20230722_CLAS_01,01 IT-ET Glut,0.96,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.68,CS20230722_SUPT_0024,0024 L4/5 IT CTX Glut_2,0.41,CS20230722_CLUS_0082,0082 L4/5 IT CTX Glut_2,205,0.57
12,3030,5825,0.5728155339805825,bckmjmpj-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.78,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.65
12,3031,6236,0.6621621621621622,bckmongi-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.97,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.85
12,3032,5951,0.82,bckndgah-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.83,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.97,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.75
12,3033,6160,0.797752808988764,bckpiibd-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.54,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.99,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.99
12,3034,6055,0.8137254901960784,bclfdomh-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0110,0110 L2/3 IT CTX Glut_2,233,0.54
12,3035,6234,0.891566265060241,bclfmein-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.57,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.93,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.74
12,3036,5879,0.6052631578947368,bclfogpe-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.8
12,3037,6405,0.7678571428571429,bclgkgap-1,CS20230722_CLAS_01,01 IT-ET Glut,0.96,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.86,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.89
12,3038,6229,0.8108108108108109,bclhbogn-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,1.0,CS20230722_SUPT_0028,0028 L4/5 IT CTX Glut_6,0.43,CS20230722_CLUS_0100,0100 L4/5 IT CTX Glut_6,188,0.87
12,3040,5880,0.5,bcljejhm-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0110,0110 L2/3 IT CTX Glut_2,233,0.88
12,3043,6113,0.6090909090909091,bcloajpl-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.69,CS20230722_SUPT_0027,0027 L4/5 IT CTX Glut_5,0.44,CS20230722_CLUS_0098,0098 L4/5 IT CTX Glut_5,195,0.77
12,3044,6473,0.734375,bclppikc-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.9,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.85,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.55
12,3045,6104,0.6626506024096386,bcmbkjkb-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.84,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.94,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.74
12,3046,6105,0.7433628318584071,bcmdbgjd-1,CS20230722_CLAS_01,01 IT-ET Glut,0.99,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.73,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.97,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.48
12,3048,6407,0.5,bcmjblnk-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.95,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.65
12,3051,5881,0.6181818181818182,bcmodjgo-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.93,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.99,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.61
12,3052,5943,0.5882352941176471,bcmojoch-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.99,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.98,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.54
12,3054,6108,0.7610619469026548,bcncpjgc-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.52,CS20230722_SUPT_0024,0024 L4/5 IT CTX Glut_2,0.63,CS20230722_CLUS_0082,0082 L4/5 IT CTX Glut_2,205,0.83
12,3055,6053,0.5789473684210527,bcnggcfc-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.55,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.78
12,3056,6225,0.6696428571428571,bcnikckf-1,CS20230722_CLAS_01,01 IT-ET Glut,0.99,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.82,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.95,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.71
12,3058,5824,0.8125,bcnlpmhf-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.84,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.85
12,3063,6401,0.7468354430379747,bcnppbhc-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.84,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.8,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.48
12,3064,6284,0.7575757575757576,bcobmedp-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.98,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.83,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.49
12,3068,6224,0.7653061224489796,bcohakoe-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.98
12,3069,6474,0.8,bcohbjbn-1,CS20230722_CLAS_01,01 IT-ET Glut,0.97,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.61,CS20230722_SUPT_0024,0024 L4/5 IT CTX Glut_2,0.7,CS20230722_CLUS_0082,0082 L4/5 IT CTX Glut_2,205,0.7
12,3071,6519,0.6736842105263158,bcokiijo-1,CS20230722_CLAS_01,01 IT-ET Glut,0.87,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.61,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.76,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.41
12,3316,5355,0.4339622641509434,beikoknn-1,CS20230722_CLAS_01,01 IT-ET Glut,0.9,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.99,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.85,CS20230722_CLUS_0110,0110 L2/3 IT CTX Glut_2,233,0.66
12,3341,6344,0.5121951219512195,bekomapo-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.89,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.82
12,3344,6057,0.5545454545454546,belbibih-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.92,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.94,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.43
12,3617,6085,0.664,bgfipapi-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.67,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.9,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.64
12,3621,6506,0.7741935483870968,bggefkfd-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.94,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.94,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.37
12,3622,6384,0.6517857142857143,bggejfen-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.97,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.96,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.51
12,3624,6385,0.89,bgghekal-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.67,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,1.0,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.77
12,3625,6505,0.8604651162790697,bggjincp-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.67,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.97,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.98
12,3626,6382,0.8152173913043478,bggncmdk-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.61,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.91,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.89
12,3628,6200,0.8059701492537313,bghadddo-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.75,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.98,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.78
12,3629,6081,0.6470588235294118,bghaemem-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.52,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.92,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.95
12,3630,6770,0.5925925925925926,bghangdb-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.8,CS20230722_SUPT_0024,0024 L4/5 IT CTX Glut_2,0.62,CS20230722_CLUS_0082,0082 L4/5 IT CTX Glut_2,205,0.77
12,3632,6381,0.7183098591549296,bghblkfb-1,CS20230722_CLAS_01,01 IT-ET Glut,0.98,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.9,CS20230722_SUPT_0028,0028 L4/5 IT CTX Glut_6,0.71,CS20230722_CLUS_0100,0100 L4/5 IT CTX Glut_6,188,0.92
12,3634,6558,0.4722222222222222,bghkaiem-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.77,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.99,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.55
12,3665,6210,0.4554455445544554,bgkojfac-1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0,CS20230722_SUBC_053,053 Sst Gaba,1.0,CS20230722_SUPT_0223,0223 Sst Gaba_10,0.99,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0
12,3666,6460,0.5822784810126582,bgldpdne-1,CS20230722_CLAS_01,01 IT-ET Glut,0.99,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.74,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.92,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.6
12,3673,6571,0.5376344086021505,bglkffli-1,CS20230722_CLAS_01,01 IT-ET Glut,1.0,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.89,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.99,CS20230722_CLUS_0110,0110 L2/3 IT CTX Glut_2,233,0.52
12,3674,6222,0.7982456140350878,bglldbmp-1,CS20230722_CLAS_01,01 IT-ET Glut,0.96,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.89,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.86,CS20230722_CLUS_0111,0111 L2/3 IT CTX Glut_2,234,0.44
12,3675,6584,0.4592592592592592,bgmaoodk-1,CS20230722_CLAS_07,07 CTX-MGE GABA,0.9,CS20230722_SUBC_052,052 Pvalb Gaba,0.97,CS20230722_SUPT_0207,0207 Pvalb Gaba_3,1.0,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,0.99
